"1 year of work experience in software programming. Experience must include at least one of the following languages: Java, C, C++, C#, Python, Go, or Perl","yes"
"1+ years of experience operating in a cloud native environment (AWS/GCP/Azure, K8s/serverless)","yes"
"2+ years of experience inn software development","yes"
"2+ years of experience working with a SQL-based Relational Database (PostgreSQL, MySQL, MariaDB, AuroraDB, etc)","yes"
"3-5+ year’s experience in software development","yes"
"3+ years experience in Java, Python, or C++ (Java preferred).","yes"
"3+ years experience in Java, Python, or C++ - Java preferred","yes"
"3+ years of experience in Java, Python and/or Django","yes"
"3+ years of experience in software development or equivalent skillset","yes"
"3+ years of experience programming with one of the following: Java, C#, C++","yes"
"4+ years of software development experience with programming languages such as Java, C#/C++, or Go","yes"
"4+ years of software engineering experience.","yes"
"5+ years experience programming with at least one of the following languages: Java, JavaScript, Python","yes"
"6 or more years of experience in software development.","yes"
"6+ years experience in Java, Python, or C++","yes"
"6+ years of professional experience as a Software Engineer ideally using a popular programming language (Java, Python, Go, Kotlin, etc.) for at least 4+ continuous years.","yes"
"7+ years of experience in backend software development","yes"
"7+ years of software development experience with programming languages such as Java, C#/C++, Kotlin or Go.","yes"
"Ability to debug, optimize code, and automate routine tasks","yes"
"Ability to drive multiple projects with people in different functional areas.","yes"
"Ability to take product ownership and commit to delivery.","yes"
"Ability to work efficiently on a remote/distributed team","yes"
"Ability to work independently using project management skills","yes"
"Able to collaborate effectively and act as a strategic partner in product decisions","yes"
"Able to debug, analyze and work independently.","yes"
"Able to work independently but also comfortable in assisting/mentoring other developers","yes"
"A collection of systems connected and communicating via a network connection.","yes"
"Application development, including services development in Java (or similar OO languages)","yes"
"Are comfortable with Unix commands, experience writing shell scripts","yes"
"Are eager to learn and not afraid to deep-dive into complex and low-level problems.","yes"
"Are independent; you can seek help as needed and otherwise unblock yourself","yes"
"Are passionate about collaboration and making others around you successful.","yes"
"Are passionate about mentoring others and growing the careers of those around them","yes"
"Are passionate about supporting big data and machine learning technologies to solve challenging problems.","yes"
"At least 3-5+ years experience in software development with at least one of the following languages: Java, C#, C++ or Python","yes"
"AWS or other cloud providers","yes"
"BS degree in Computer Science, related technical field, or equivalent practical experience","yes"
"BS in Computer Science or a related area, or relevant work experience","yes"
"BS in Computer Science or a related area, or with relevant work experience","yes"
"BS in Computer Science or equivalent practical experience","yes"
"BS in Computer Science or related area, or commensurate work experience","yes"
"B.S. in Computer Science or related area, or relevant work experience","yes"
"BS in Computer Science or related area, or relevant work experience","yes"
"BS in Computer Science or related area, or relevant work experience.","yes"
"BS/MS in Computer Science, Computer Engineering, Electrical Engineering, Mathematics or a closely related computer technical field or commensurate experience and training","yes"
"BS or MS in Computer Science, an equivalent degree or experience","yes"
"BS or MS in Computer Science (or equivalent)","yes"
"BS or MS in Computer Science (or equivalent).","yes"
"BS or MS in Computer Science (or equivalent experience)","yes"
"BS or MS in Computer Science or related area, or relevant work experience.","yes"
"Databases, including MySQL, Mongo, or a similar program; or","yes"
"Data modeling and backend data stores, such as MySQL, PostgreSQL, MongoDB, ElasticSearch, or DynamoDB (or similar data stores)","yes"
"Deeply curious, empathetic, and impact driven","yes"
"Deliver high-quality, maintainable, and reusable software systems","yes"
"Demonstrated programming skills in Java, Javascript, Python or related languages","yes"
"Demonstrated programming skills in Java, Javascript, Python or related object-oriented languages","yes"
"Demonstrated programming skills in Java, Python, Javascript or other OOD syntax","yes"
"Excellent collaboration and interpersonal skills","yes"
"Excellent collaboration and interpersonal skills.","yes"
"Excellent communication and collaboration skills","yes"
"Excellent verbal and written communication skills","yes"
"Excellent written and verbal communication skills with the ability to present complex technical information in a clear and concise manner to a variety of audiences","yes"
"Experience architecting and developing scalable services, including services development in Java.","yes"
"Experience breaking down work on complex problems.","yes"
"Experience building APIs (REST, GraphQL)","yes"
"Experience building APIs that power single-page applications or complex browser-based features","yes"
"Experience building cloud development environments","yes"
"Experience building highly scalable distributed systems","yes"
"Experience building highly scalable, highly resilient, globally distributed, microservices-based web applications","yes"
"Experience building high-performance, highly-available and scalable distributed systems.","yes"
"Experience collaborating with data scientists","yes"
"Experience decomposing a monolithic application of moderate complexity into services","yes"
"Experience delivering high-quality, maintainable, and reusable software systems","yes"
"Experience designing and building modular platforms for other teams to contribute","yes"
"Experience designing, writing, and/or troubleshooting software and systems in a distributed, internet-scale Linux environment","yes"
"Experience in application development, including services development in Java (or similar OO languages)","yes"
"Experience in building complex, highly scalable software systems.","yes"
"Experience in making data-driven decisions for improving products.","yes"
"Experience with application development, including services development in Java (or similar OO languages)","yes"
"Experience with architecting cloud applications","yes"
"Experience with automation using Bash, Python, Java, etc.","yes"
"Experience with cloud technologies (AWS preferred).","yes"
"Experience with data-driven decision making.","yes"
"Experience with data modeling and backend data stores, such as MySQL, PostgreSQL, MongoDB, ElasticSearch, or DynamoDB (or similar data stores)","yes"
"Experience with data modeling and backend data stores, such as MySQL, PostgreSQL, MongoDB, ElasticSearch, or DynamoDB (or similar data stores)Excellent collaboration and interpersonal skills","yes"
"Experience with git, continuous integration systems, and bug tracking tools","yes"
"Experience with Object-Oriented Programming (OOP) and/or Design (OOD)","yes"
"Experience with Okteto, Docker, or Ansible","yes"
"Experience with product ownership","yes"
"Experience with Python and Java","yes"
"Experience with service-oriented and/or event-driven system architectures, high-performance distributed systems, APIs, and A/B testing.","yes"
"Experience with service-oriented architectures, APIs including GraphQL, gRPC, Protobuf, and REST","yes"
"Experience with service-oriented architectures, APIs including GraphQL, gRPC, Protobuf, REST","yes"
"Experience working with SQL/NoSQL databases","yes"
"Experience working with SQL/NoSQL databases.","yes"
"Experience writing code in Java, Go, Shell, Perl, Python, or a similar language","yes"
"Familiarity with containers and container-related technologies","yes"
"Familiarity with GraphQL and MongoDB","yes"
"Familiar with web APIs and technologies such as REST, GraphQL, or SOAP","yes"
"Fosters an inclusive culture","yes"
"Great debugging skills and proficient in identifying and analyzing the root cause of complex bugs in your code as well as others’ code","yes"
"Has a strong sense of ownership in everything you build.","yes"
"Has a working understanding of APIs to streamline the release process","yes"
"Has experience with a breadth of backend architecture principles and technologies..","yes"
"Have 5+ years experience in Software Engineering roles","yes"
"Have a BS in Computer Science or related area, or relevant experience.","yes"
"Have a passion for mentoring others and drive engineering excellencies","yes"
"Have a passion for using data to make decisions and helping others to do so","yes"
"Have a passion for your work and the problems you solve.","yes"
"Have a product-focused mindset; committed to iteration and experimentation; makes evidence based decisions","yes"
"Have a strong sense of ownership and follow through.","yes"
"Have a strong sense of ownership in everything you build.","yes"
"Have excellent written and verbal communication skills; our team is remote and scattered across North America so communication is key.","yes"
"Have experience as a Software Design Engineer in Test or SDET","yes"
"Have experience in making data-driven decisions for improving products.","yes"
"Have experience using Git","yes"
"Have strong ownership of your work and the problems you solve.","yes"
"Help foster an engineering culture with an exceedingly high bar for quality, ownership, and bias for action","yes"
"Influence colleagues and leadership to align and act on key opportunities","yes"
"Is excited to work on testing a variety of product ideas, either currently underway or conceived in the future","yes"
"Is excited to work on testing a variety of product ideas, either currently underway or conceived in the future.","yes"
"Is obsessive about providing the best possible customer experience","yes"
"Is obsessive about software quality, persistent in improving the software development process, and experienced in building highly available systems","yes"
"Is passionate about software quality, improving the design/development process, and building highly available systems","yes"
"Is thoughtful and vigilant about risk and tradeoffs in the solutions we build.","yes"
"Is willing to work in a tech stack deemed most suitable for the project","yes"
"Is willing to work in a tech stack deemed most suitable for the project.","yes"
"Knows how to design services to be observable, resilient","yes"
"Loves to learn and develop new skills continuously","yes"
"Loves to learn and develop new skills continuously.","yes"
"Minimum 1 year experience working with SQL and/or NoSQL database technologies","yes"
"Minimum 3 years on-the-job experience with modern programming languages such as: Python, Java, Javascript, C#, Go, etc","yes"
"Minimum Bachelor’s degree majoring in Computer Science, technical Engineering, Physics, Math, Statistics or a related analytics field or equivalent experience","yes"
"Naturally collaborate and help make others around you successful.","yes"
"Networking and security","yes"
"Participate and help drive your team’s technology vision and roadmap","yes"
"Passionate about helping job seekers who are facing barriers find employment that is rewarding and sustainable","yes"
"Passionate about using data-driven approaches to solve the challenging problems in advertising.","yes"
"Passionate about your work and problems you solve.","yes"
"Passionate about your work and the problems you solve","yes"
"Passionate in using big data technologies to solve the challenging problems in advertising.","yes"
"Passion for coding and working on new products and projects","yes"
"Passion for collaboration and making others around you successful","yes"
"Passion for collaboration and making others around you successful.","yes"
"Prior experience building cloud-based solutions, especially on AWS","yes"
"Prior experience building cloud-based solutions, especially on AWS.","yes"
"Proactively monitor and understand the production system.","yes"
"Remains calm under pressure and can make high judgement trade-offs in situations with multiple competing priorities","yes"
"Requirements 6+ years experience in Java, Python, or C++ Proven experience with AWS, Terraform, or Kubernetes Demonstrated experience providing technical team leadership and mentorship to other software engineers Demonstrated experience leading cloud architecture conception and implementation Customer-centric attitude and experience/interest working with internal-facing teams Nice To Have BS in Computer Science or related area, or relevant work experience Experience building cloud development environments Extensive AWS experience and strong with both Terraform and Kubernetes Experience with Okteto, Docker, or Ansible","yes"
"Requirements BS or MS in Computer Science, an equivalent degree or experience 3+ years of experience programming with one of the following: Java, C#, C++ Familiar with web APIs and technologies such as REST, GraphQL, or SOAP Experience working with SQL/NoSQL databases Excellent communication and collaboration skills We get excited about candidates who have: Strong experience with Java and Spring Boot Prior experience building cloud-based solutions, especially on AWS","yes"
"Research and implement new ideas that can be leveraged to improve quality","yes"
"Self-directed and capable of working effectively in a highly innovative and fast-paced environment","yes"
"Self-motivated and a genuine desire to learn new skills","yes"
"Solid knowledge of algorithms and data structures","yes"
"Solid knowledge of data structures and algorithms","yes"
"Stays abreast of modern technologies and practices, and judiciously recommends the introduction of new technology and processes","yes"
"Stays abreast of modern technologies and practices, and judiciously recommends the introduction of new technology into our product Requirements","yes"
"Strong communication and collaboration skills","yes"
"Strong experience with Java and Spring Boot","yes"
"Strong interest in SRE topics like SLOs, resilience, scaling, performance, and more","yes"
"Strong interpersonal skills and the ability to lead with empathy","yes"
"Strong Java/Spring skills","yes"
"Strong knowledge of databases, both SQL and NoSQL","yes"
"Strong knowledge of one or more SQL and/or NoSQL databases","yes"
"Strong knowledge of REST, GraphQL, RPC, and JSON","yes"
"Strong math, analytical, and business knowledge","yes"
"Strong problem-solving skills and a passion for debugging complex issues","yes"
"Strong sense of ownership, urgency, and operational excellence","yes"
"The ability to distill problem definitions and constraints from informal and ambiguous business requirements.","yes"
"Thinks about why something needs to be built, not just what needs to be built","yes"
"Thinks about why something needs to be built, not just what needs to be built.","yes"
"Thrives in a highly diverse, collaborative, and cross-functional environment","yes"
"Thrives in growing teams and organizations","yes"
"Understands importance of incrementally releasing measurable value","yes"
"Understands the end user and can build simple, elegant solutions","yes"
"Understands the end user and can build simple, elegant solutions.","yes"
"Understand the value derived from shipping code rapidly to production and learning/iterating on the results","yes"
"Who You Are BS in Computer Science or related area, or relevant work experience 3+ years experience in Java, Python, or C++ - Java preferred Have a passion for using data to make decisions and helping others to do so Able to collaborate effectively and act as a strategic partner in product decisions Thrives in growing teams and organizations Fosters an inclusive culture Passionate about helping job seekers who are facing barriers find employment that is rewarding and sustainable","yes"
"Working knowledge of one or more cloud-based environments (e.g. AWS, Google Cloud, Azure)","yes"
"Working knowledge of service-oriented and event-driven system architectures","yes"
"Working understanding of VCS and Linux work environment","yes"
"10+ years experience programming with at least one of the following languages: Java, JavaScript, Python","no"
"2+ years experience programming with Node/Javascript/Typescript","no"
"2+ years of deep experience with search technologies and capabilities in designing, developing and delivering technology for a search-focused product.","no"
"2+ years of deep experience with search technologies and capabilities in designing, developing and delivering technology for a search-focused product ia a plus","no"
"2+ years of experience in a combination of the following: Experience in application development, including services development in Java (or similar OO languages) Experience with service-oriented architectures, APIs including GraphQL, gRPC, Protobuf, and REST Experience with event-driven architectures that handle high throughput data streams (Kafka, SQS/SNS) Understanding of measuring reliability through SLAs/SLOs and driving a culture centered on operational metrics Experience decomposing a monolithic application of moderate complexity into services","no"
"3+ years of experience building full-stack applications with React and Redux","no"
"3+ years of experience mentoring and training other team members on design techniques and coding standards","no"
"3+ years of experience mentoring more Junior Engineers","no"
"5 years' experience with all phases of software testing including test planning, functional testing, regression testing, and designing test architecture","no"
"5+ years experience with all phases of software testing including test planning, functional testing, regression testing, and designing test architecture","no"
"5+ years' experience with all phases of software testing including test planning, functional testing, regression testing, and designing test architecture","no"
"5+ years of experience as a Engineer, Software Development Engineer in Test (SDET), Software Developer, or similar role","no"
"5+ years of experience as a QA Automation Engineer, Software Development Engineer in Test (SDET), Software Developer, or similar Automation role","no"
"5+ years of experience as a Software Engineer working on challenging problems, with a consistent track record of on-time delivery for large, cross-functional projects","no"
"5+ years of experience developing web applications with a modern Javascript framework: React, Angular, or Vue","no"
"5+ years of experience in a combination of the following: Developing web applications with a modern Javascript framework: React, Angular, Vue (or similar frameworks) Application development, including services development in Java (or similar OO languages) Data modeling and backend data stores, such as MySQL, PostgreSQL, MongoDB, ElasticSearch, or DynamoDB (or similar data stores)","no"
"5+ years of experience in a combination of the following: Experience developing web applications with a modern Javascript framework: React, Angular, Vue (or similar frameworks) Experience with service-oriented architectures, APIs including GraphQL, gRPC, Protobuf, REST Experience with application development, including services development in Java (or similar OO languages) Experience with data modeling and backend data stores, such as MySQL, PostgreSQL, MongoDB, ElasticSearch, or DynamoDB (or similar data stores)Excellent collaboration and interpersonal skills","no"
"5+ years of experience in software development through multiple product cycles and a strong track record of on-time delivery for large, cross-functional projects","no"
"5+ years of experience planning, architecting, designing, and developing platform-centric solutions","no"
"5+ years of work experience in software development through multiple product cycles and a strong track record of on-time delivery for large, cross-functional projects","no"
"7+ years of experience developing web applications with a modern Javascript framework: React, Angular, or Vue.","no"
"7+ years of experience in a combination of the following: Developing web applications with a modern Javascript framework: React, Angular, Vue (or similar frameworks) Application development, including services development in Java (or similar OO languages) Data modeling and backend data stores, such as MySQL, PostgreSQL, MongoDB, ElasticSearch, or DynamoDB (or similar data stores)","no"
"7+ years of experience in a combination of the following: Experience developing web applications with a modern Javascript framework: React, Angular, Vue (or similar frameworks) Experience with service-oriented architectures, APIs including GraphQL, gRPC, Protobuf, REST Experience with application development, including services development in Java (or similar OO languages) Experience with data modeling and backend data stores, such as MySQL, PostgreSQL, MongoDB, ElasticSearch, or DynamoDB (or similar data stores)","no"
"8+ years of experience in a combination of the following: Developing web applications with a modern Javascript framework: React, Angular, Vue (or similar frameworks) Application development, including services development in Java (or similar OO languages) Data modeling and backend data stores, such as MySQL, PostgreSQL, MongoDB, ElasticSearch, or DynamoDB (or similar data stores)","no"
"Are comfortable working with frontend frameworks like React","no"
"Developing web applications with a modern Javascript framework: React, Angular, Vue (or similar frameworks)","no"
"Experience developing web applications with a modern Javascript framework: React, Angular, Vue (or similar frameworks)","no"
"Experience with full stack application development, including web app development in a modern Javascript framework (React, Vue, Angular), is a plus","no"
"Experience with full stack application development (Python/Django/React), including services development in Java","no"
"Experience with full-stack application development using Java and Javascript; experience in React a plus","no"
"Experience with NodeJS, React, and Typescript","no"
"Familiarity with JavaScript, React, and full stack development","no"
"Have prior experience with a Frontend Framework like React, React Native, Vue, Angular, Ember","no"
"Have prior experience with rendering email, FreeMarker or AMP for Email","no"
"Requirements: Experience with service-oriented architectures, APIs including GraphQL, gRPC, Protobuf, and REST Experience with full stack application development (Python/Django/React), including services development in Java 4+ years of software development experience with programming languages such as Java, C#/C++, or Go Deep understanding of best engineering practices for the full software development life cycle (SDLC), including coding standards, code review, source control, build, test, deploy, and operations Experience building highly scalable distributed systems Bachelor’s Degree in Computer Science or a related field (Master’s is a plus)","no"
"Are comfortable working cross-functionally to drive impact across the SDLC, including working with product managers to clarify requirements and break down work, reviewing production code written by others, assisting with design for testability, and using data to drive decisions about impact and rate of investment of test code","no"
"Bachelor’s Degree in Computer Science or a related field (Master’s is a plus)","no"
"Bachelor’s Degree or higher in Computer Science, Engineering, Mathematics or a related field","no"
"Bachelor’s degree required in Computer Science, Electrical Engineering, Computer Engineering or Mathematics or equivalent field required","no"
"Bachelor’s degree required in Computer Science, Electrical Engineering, Computer Engineering or Mathematics or equivalent field required.","no"
"BS in Computer Science, Computer Engineering, Electrical Engineering, Mathematics or a closely related computer technical field","no"
"BS in Computer Science, Computer Engineering, Electrical Engineering, Mathematics or a closely related computer technical field with 5+ years experience programming with at least one of the following languages: Java, Javascript/Typescript, C++, C#, Python, Go, or Perl;","no"
"BS in Computer Science, Computer Engineering, Electrical Engineering, Mathematics or a closely related computer technical field with 5+ years experience programming with at least one of the following languages: Java, Python, Go, or C++;","no"
"BS in Computer Science, Computer Engineering, Electrical Engineering, Mathematics or a closely related computer technical field with 5+ years experience programming with at least one of the following languages: Java, Python, Go, or C++; OR MS in Computer Science, Computer Engineering, Electrical Engineering, Mathematics or a closely related computer technical field 3+ years experience programming with at least one of the following languages: Java, C++, Python, Go. Minimum 1 year of experience mentoring more junior Engineers Significant experience with large scale, high-performance systems","no"
"BS in Computer Science, Computer Engineering, Electrical Engineering, Mathematics, or a closely related computer technical field with 7+ years experience programming in coding with OOP languages, Java is preferred.","no"
"BS in Computer Science, Computer Engineering, Electrical Engineering, Mathematics or a closely related computer technical field with 7+ years experience programming with at least one of the following languages: Java, JavaScript, Python","no"
"Deep experience in big data and/or applied machine learning, preferably in digital advertising.","no"
"Deep experience in distributed systems, preferably in digital advertising.","no"
"Deep understanding of best engineering practices for the full software development life cycle (SDLC), including coding standards, code review, source control, build, test, deploy, and operations","no"
"Deep understanding of best engineering practices for the full software development life cycle (SDLC), including coding standards, code review, source control, build, test, deploy, and operations.","no"
"Deep understanding of Computer Science fundamentals, distributed system architecture, and can demonstrate significant prior success as a software engineer who solved complex problems","no"
"Deep understanding of Computer Science fundamentals, distributed system architecture, parallel programming, and can demonstrate significant prior success as a software engineer who solved complex problems","no"
"Demonstrated ability to collaborate with other teams and across a broad range of roles","no"
"Demonstrated ability to create organizational uplift by making the people around you more effective","no"
"Demonstrated ability to solve complex technical challenges in a team context","no"
"Demonstrated experience leading cloud architecture conception and implementation","no"
"Demonstrated experience providing technical team leadership and mentorship to other software engineers","no"
"Demonstrated success in developing full-stack applicationsomfortable designing and communicating technical design choices","no"
"Demonstrated use of Kafka, SQS, RabbitMQ, or other messaging frameworks","no"
"Design and develop solutions to complex problems and lead development with the help of more junior engineers to release new technology solutions.","no"
"Design solutions and break down work on complex problems delivered by multiple engineers incrementally.","no"
"Experience building and maintaining large scale content websites and web applications","no"
"Experience building complex software systems that have been successfully delivered to production.","no"
"Experienced in leading a team of 3-5 engineers and staying focused on high priority initiatives.","no"
"Experience helping fellow engineers through code reviews and writing documentation","no"
"Experience in front-end engineering, including experience working on at least one public-facing product with a global presence and significant traffic. Practical experience with client-side JavaScript, CSS, front-end tooling, and component-driven UI development (React/Redux is a plus).","no"
"Experience in ML Ops, building data pipelines, and productionizing machine learning (test, training, and monitoring) environments.","no"
"Experience in working in an agile, fast paced environment (e.g.: ship early, often, and iterate).","no"
"Experience mentoring and/or leading members of the team","no"
"Experience serving as a team lead is a plus.","no"
"Experience testing all layers of a web application, including front-end, service layer, and back-end testing","no"
"Experience with Agile methodologies","no"
"Experience with Agile, Object Oriented modeling, web services, middleware and database.","no"
"Experience with all phases of software testing including test planning, functional testing, and regression testing","no"
"Experience with all phases of software testing including test planning, functional testing, regression testing, code review, and design of new features.","no"
"Experience with CI/CD","no"
"Experience with CI tool like Jenkins.","no"
"Experience with digital advertising such as ads serving, rendering, ranking or targeting","no"
"Experience with event-driven architectures that handle high throughput data streams (Kafka, SQS/SNS)","no"
"gRPC, HTTP2","no"
"Experience with large scale distributed systems and/or data-intensive systems (Spark preferred).","no"
"Experience with large scale systems","no"
"Experience with modern software development best practices: CI/CD, containerization, etc.","no"
"Experience with the design and development of scalable web services and platforms","no"
"Experience with using agile methodologies for software development","no"
"Experience with using agile methodologies for software development.","no"
"Experience with webapp frontend test automation technologies, such as Selenium Webdriver, Vibranium, Cypress, TestCafe, etc.","no"
"Experience with (Webpack-based) module federation preferred","no"
"Experience with working in a Agile environment and CI/CD driven testing culture","no"
"Expertise knowledge in modern test frameworks, such as testNG, Cypress, Mocha, or other similar frameworks","no"
"Extensive AWS experience and strong with both Terraform and Kubernetes","no"
"Familiarity with Javascript dependency resolution","no"
"Full stack development background with a focus on backend development","no"
"Good understanding of software quality control paradigms and testing pyramids","no"
"Has Frontend Experience, including JavaScript and CSS","no"
"Have 5 or so years experience doing backend software development in distributed / scalable environments.","no"
"Have scaled services to millions of users and transactions","no"
"Istio or other control planes","no"
"Kubernetes concepts and operations","no"
"Minimum 1 year of experience building web applications using modern frameworks and technologies","no"
"Minimum 1 year of experience mentoring junior engineers.","no"
"Minimum 1 year of experience mentoring more junior Engineers","no"
"Minimum 2 years of experience mentoring more junior Engineers","no"
"Past experience leading and mentoring other engineers","no"
"Minimum 3 years of experience building web applications with Javascript/Typescript based technologies.","no"
"Minimum 5 years professional experience in back-end engineering with significant experience with large-scale, high-performance systems.","no"
"MS in Computer Science, Computer Engineering, Electrical Engineering, Mathematics or a closely related computer technical field 3+ years experience programming with at least one of the following languages: Java, C++, Python, Go.","no"
"MS in Computer Science, Computer Engineering, Electrical Engineering, Mathematics or a closely related computer technical field with 3+ years experience programming with at least one of the following languages: Java, Javascript/Typescript, C++, C#, Python, Go, or Perl.","no"
"MS in Computer Science, Computer Engineering, Electrical Engineering, Mathematics, or a closely related computer technical field with 5+ years experience programming in coding with OOP languages, Java is preferred.","no"
"MS in Computer Science, Computer Engineering, Electrical Engineering, Mathematics or a closely related computer technical field with 5+ years experience programming with at least one of the following languages: Java, JavaScript, Python","no"
"Prior success as an individual QA Automation Engineer embedded within a product team","no"
"Prior success as an individual QA Engineer embedded within a product team","no"
"Proficiency in Kubernetes, Datadog, PagerDuty, HAProxy, Kafka, Flink","no"
"Proficient in web application testing, API testing, test framework maintenance, and continuous improvement for easily maintainable, resilient, performant, and scalable","no"
"Responsibilities Participate and help drive your team’s technology vision and roadmap Design and develop solutions to complex problems and lead development with the help of more junior engineers to release new technology solutions. Help foster an engineering culture with an exceedingly high bar for quality, ownership, and bias for action Collaborate with PMs, QA, and other stakeholders to ensure that our products provide the best possible customer experience We're looking for someone who Is obsessive about software quality, persistent in improving the software development process, and experienced in building highly available systems Is passionate about coaching people and growing junior engineers Remains calm under pressure and can make high judgement trade-offs in situations with multiple competing priorities Thrives in a highly diverse, collaborative, and cross-functional environment Stays abreast of modern technologies and practices, and judiciously recommends the introduction of new technology and processes Requirements Bachelor’s Degree in Computer Science or a related field (Master’s is a plus) 5+ years of experience in software development through multiple product cycles and a strong track record of on-time delivery for large, cross-functional projects Deep understanding of Computer Science fundamentals, distributed system architecture, and can demonstrate significant prior success as a software engineer who solved complex problems Self-directed and capable of working effectively in a highly innovative and fast-paced environment Excellent verbal and written communication skills Deep understanding of best engineering practices for the full software development life cycle (SDLC), including coding standards, code review, source control, build, test, deploy, and operations 2+ years of deep experience with search technologies and capabilities in designing, developing and delivering technology for a search-focused product ia a plus","no"
"Significant experience with large scale data pipelines and data lakes (Hadoop, Spark, Kafka, presto, and similar)","no"
"Significant experience with large scale, high-performance systems","no"
"Strong knowledge in Continuous Integration and Continuous delivery","no"
"Understand frontend architectures and build processes (npm, yarn, webpack, parcel)","no"
"Understanding of measuring reliability through SLAs/SLOs and driving a culture centered on operational metrics","no"
"Web application technologies including: HTML, CSS, or JavaScript; or","no"
"1 year of work experience building applications using at least one of the following:","maybe"
"3+ years experience React or Angular preferred but not required","maybe"
"3+ years of hands-on experience with AWS and big data technologies (Hadoop, Spark, Presto, Kafka, and similar)","maybe"
"Experience in ReactJS desired but not required","maybe"
"Who You Are","maybe"
"A desire to help other engineers and experience providing mentorship and internal customer service","maybe"
"An understanding of the value derived from shipping code rapidly to production and learning/iterating on the results","maybe"
"Builds performant systems that are observable, testable, and can deliver data-based insights that can inform the team’s roadmap","maybe"
"Collaborate with PMs, QA, and other stakeholders to ensure that our products provide the best possible customer experience","maybe"
"Comfortable working cross-functionally to drive quality across the SDLC, including contributing tests in the Production code, assisting with Design for testability, and using data to drive decisions about impact and rate of investment of test code","maybe"
"Consul","maybe"
"Create tools that can be leveraged to improve testing simplicity and velocity","maybe"
"Customer-centric attitude and experience/interest working with internal-facing teams","maybe"
"Envoy","maybe"
"Demonstrated strong programming skills in , , Groovy, or other OOD languages","maybe"
"Drive and influence others across the organization","maybe"
"Experience with backend test automation of microservices, RESTful APIs, databases, data pipelines, and other similar technologies","maybe"
"Experience with digital advertising such as ads serving, rendering, ranking or targeting (nice to have).","maybe"
"Experience with full stack application development, including services development in Java, is a plus","maybe"
"Experience with full stack development (cloud-based deploy, production alerting/monitoring, APIs, databases) is a plus","maybe"
"Experience with Kotlin and/or Cadence is a plus","maybe"
"Experience with Kotlin is a plus.","maybe"
"Experience with GraphQL API development is a plus","maybe"
"Solid foundation in Golang, Kotlin, or Java. Python a plus.","maybe"
"GraphQL experience is preferred","maybe"
"Is passionate about coaching people and growing junior engineers","maybe"
"Operates collaboratively with their team through code review, system design, mentorship, pair programming, and project management","maybe"
"Passionate about mentorship and helping grow others","maybe"
"Proactively mentor those around you.","maybe"
"Proficiency in algorithms, data structures, and software design and/or Linux, networking, application performance analysis","maybe"
"Proven experience with AWS, Terraform, or Kubernetes","maybe"
"Proven full-stack programming skills in Java, Node.js, Python, or related languages","maybe"
"Proven track record delivering and maintaining scalable billing solutions","maybe"
"Bachelor’s or Master’s Degree in Computer Science or a related field","no"
"4+ years of software development experience with programming languages such as Javascript, Java, C++, C#, Python, Go, and Perl","yes"
"Experience building high-scale distributed systems that leverage service-oriented and event-driven architecture","no"
"Experience with utilizing storage systems (SQL/NoSQL), such as MySQL, Mongo, AWS Aurora, DynamoDB","yes"
"Experience with microservice architectures and solid API design","yes"
"Highly collaborative with good communication skills and able to work across disciplines effectively with product management, user experience, operations teams, and other product engineering team members","yes"
"Experience with agile development processes","no"
"Knowledge of functional programming","yes"
"Docker, Kubernetes experience","yes"
"Strong understanding of computer science fundamentals, algorithm design and data structures","yes"
"Experience in Object Oriented Analysis, Design(OOAD) and development of software using UML Methodology, good knowledge of J2EE design patterns and Core Java design patterns","yes"
"Effectively articulate any technical challenges and undefined problems","yes"
"Provide innovative solutions related to new tooling and frameworks","yes"
"Delivering highly customized test assets with mix of tools and techniques to provide a great user experience","no"
"Striving for Product scalability, reliability, consistency and performance in Production","yes"
"An ideal candidate has experience growing applications as an organization scales, with at least one of the following technologies: Python (Django or Flask experience) Javascript (ReactJS experience preferred) Mobile development (Swift or Kotlin) Experience integrating with third-party, distributed services (e.g. Twilio, Mailgun) Experience with efficient data design and optimization in at least one of: SQL, MongoDB, or Elasticsearch Experience analyzing applications and their performance with tools such as DataDog, OpenTracing/OpenTelemetry, Kibana, etc. Experience with Ruby or Rails development is a plus Furthermore, an ideal candidate has a proven track record with the following: A data-driven approach to software development, with a focus on establishing metrics and analytics for all new features. A passion for high-quality code through establishing best practices, automated testing, and thorough code reviews. Experience with API-led architecture and building large-scale platforms. Complete ownership of their work, from design, to implementation, to deployment, and, finally, monitoring and assessment through self-established metrics and analysis.","no"
"Python (Django or Flask experience)","no"
"Javascript (ReactJS experience preferred)","no"
"Mobile development (Swift or Kotlin)","no"
"Experience integrating with third-party, distributed services (e.g. Twilio, Mailgun)","yes"
"Experience with efficient data design and optimization in at least one of: SQL, MongoDB, or Elasticsearch","yes"
"Experience analyzing applications and their performance with tools such as DataDog, OpenTracing/OpenTelemetry, Kibana, etc.","no"
"Experience with Ruby or Rails development is a plus","no"
"A data-driven approach to software development, with a focus on establishing metrics and analytics for all new features.","yes"
"A passion for high-quality code through establishing best practices, automated testing, and thorough code reviews.","yes"
"Experience with API-led architecture and building large-scale platforms.","yes"
"Complete ownership of their work, from design, to implementation, to deployment, and, finally, monitoring and assessment through self-established metrics and analysis.","yes"